Investigation title,Investigation number,Investigation webpage,Occurrence date,Report status,Report release
"Cessna 310R, VH-TFP and Saab Aircraft AB SF-340B, VH-UYA, Townsville, Aerodrome, 13 October 2005",200505028,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200505028,13/10/2005,Final,02/06/2006
"Robinson Helicopter R22 Beta, VH-HUZ, Calindary Station NSW, 6 October 2005",200504925,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200504925,06/10/2005,Final,29/03/2006
"Fuel exhaustion - 18 km SW of Bundaberg Airport, Qld, 23 September 2005, VH-SEF, Fairchild Metro III",200504768,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200504768,23/09/2005,Final,29/10/2007
"Flight control system event, Bankstown; Embraer EMB 110-P2 Bandeirante",200504340,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200504340,01/09/2005,Final,23/10/2006
"STAR Non-Compliance Boeing 767-300, OE-LAZ",200504615,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200504615,15/09/2005,Final,08/05/2006
"In-Flight Engine Malfunction, 6 km SSE Sydney Airport, NSW, 25 August 2005, VH-TJX, Boeing 737-476",200504188,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200504188,25/08/2005,Final,24/01/2008
"Breakdown of Separation, Brisbane Airport, Qld – 31 August 2005",200504338,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200504338,31/08/2005,Final,31/01/2007
"Fire protection system event, 184km E SABGU (IFR), Airbus A330, VH-QPE",200504074,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200504074,20/08/2005,Final,30/06/2006
"Tail Strike at Alice Springs, NT. BAe 146-300, VH-NJN",200504077,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200504077,20/08/2005,Final,22/06/2006
"In-flight upset; Boeing 777-200, 9M-MRG, 240 km NW Perth, WA",200503722,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200503722,01/08/2005,Final,13/03/2007
"Flight control system event; Boeing 737-700, VH-VBD",200503971,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200503971,09/08/2005,Final,05/02/2007
Operational and flight safety implications of the installation of hardened cockpit security doors in passenger aircraft having a seating capacity of 30 seats or more,200504018,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200504018,29/07/2005,Final,05/01/2007
"Crew incapacitation - SASRO (IFR), Boeing 767-338, VH-OGP",200503921,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200503921,12/08/2005,Final,07/11/2006
"Collision with terrain, Piper PA-31-350 VH-OAO at Mt Hotham, Vic.",200503265,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200503265,08/07/2005,Final,24/08/2006
"Rejected take off piper Aircraft Corp PA-31-350, VH-PRJ",200503586,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200503586,25/07/2005,Final,30/06/2006
"Piper Aircraft Corp, PA-31-350; VH-LMB, Port Augusta, Aero. SA",200503694,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200503694,01/08/2005,Final,31/01/2006
"Boeing B747, VH-OJE, Frankfurt Germany, 28 July 2005",200503675,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200503675,28/07/2005,Final,21/10/2005
"Fractured trunnion, Boeing B747-300 aircraft, JA 8184 at Sydney Aero.",200502400,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200502400,30/05/2005,Final,01/06/2006
"Aero Shrike Commander 500-S, VH-YJI",200502968,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200502968,25/06/2005,Final,13/04/2006
"Piper Aircraft Corp PA-32RT-300 Lance, VH-SEQ",200503139,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200503139,02/07/2005,Final,02/03/2006
"In-Flight Failure of a Tailrotor Drive Shaft; Fig Tree Pocket, QLD",200502316,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200502316,13/05/2005,Final,22/12/2006
"Inflight Engine Failure, 13 km WSW Young, NSW",200502231,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200502231,18/05/2005,Final,11/12/2006
"Evacuation Hobart Airport, Boeing 717-200, VH-VQI",200502137,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200502137,17/05/2005,Final,31/10/2006
"Champion Aircraft Corp 7GCAA, VH-TUF",200502116,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200502116,15/05/2005,Final,20/04/2006
"Fairchild Industries Inc. SA227-AC; ZK-POA, New Zealand",200502272,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200502272,03/05/2005,Final,21/02/2006
RAN Sea King Accident N16-100 'Shark 02' Nias Island Indonesia,200502004,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200502004,02/04/2005,Final,26/06/2006
"Eurocopter International Pacific Limited EC120B, VH-ADC",200502078,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200502078,12/05/2005,Final,06/02/2006
"Piper Aircraft Corp PA-31-350, VH-MZV, Darwin NT",200502024,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200502024,10/05/2005,Final,24/06/2005
Tower shaft failures on PWC engines,200501912,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200501912,28/04/2005,Final,10/05/2007
"Collision with Terrain - Fairchild Metro 23 aircraft, VH-TFU 11km NW Lockhart River Aerodrome, Qld 7 May 2005",200501977,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200501977,07/05/2005,Final,04/04/2007
Breakdown of Separation; VH-LAX Boeing Co. 717-200; VH-PVX Cessna A152,200501921,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200501921,30/04/2005,Final,03/10/2006
"Beech Aircraft V35A, VH-FWE",200501905,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200501905,30/04/2005,Final,16/03/2006
"Airbus A340, ZS-SLA",200501819,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200501819,24/04/2005,Final,27/10/2005
"Collision with ground, Cessna Aircraft Company A150L Aerobat, VH-UPS",200501788,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200501788,23/04/2005,Final,23/06/2006
"Robinson Helicopter Co R22 BETA, VH-HXU",200501655,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200501655,13/04/2005,Final,19/01/2006
"de Havilland Canada DHC-8-202, VH-TQX",200501720,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200501720,19/04/2005,Final,13/09/2005
"Cessna Aircraft Company 172RG, VH-LCZ",200501656,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200501656,18/04/2005,Final,26/07/2005
"Engine-driven fuel pump bearing - material substitution, Teledyne-Continental Motors (TCM) aircraft engines",200501462,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200501462,08/04/2005,Final,23/01/2008
"Boeing Co 737-700, VH-VBU",200501628,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200501628,14/04/2005,Final,30/01/2006
de Havilland Canada Dash 8 VH-TNX; Boeing 737-800 VH-VOJ,200501392,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200501392,06/04/2005,Final,23/12/2005
"Boeing Co 747-338, VH-EBW",200501482,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200501482,09/04/2005,Final,24/06/2005
"Loss of control, 7 km WSW of Tamworth Airport, NSW, VH-FIN",200501000,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200501000,07/03/2005,Final,21/06/2007
In-flight engine failure and shut down; 148 km NNW Launceston TAS,200501189,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200501189,18/03/2005,Final,27/11/2006
"Examination of a Failed Forward Door Attachment - Bell 212, VH-LHX",200501155,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200501155,10/03/2005,Final,31/10/2005
"Gippsland Aeronautic Pty Ltd GA-8, VH-FGN, Patek in Aceh Province, Indonesia",200501287,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200501287,08/03/2005,Final,03/08/2005
"Icing event, 130 km north-west Brisbane, Qld; 10 February 2005, VH-SBI, de Havilland Canada DHC-8-315",200500860,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200500860,10/02/2005,Final,29/06/2007
"Engine power loss, VH-OXY, Avions Pierre Robin R-2160",200500993,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200500993,05/03/2005,Final,13/06/2006
"Boeing 737-86N, VH-VOG, Melbourne, Airport, Vic, 4 March 2005",200500994,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200500994,04/03/2005,Final,04/11/2005
"Fokker B.V. F27 MK 50, VH-FNB",200500925,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200500925,03/03/2005,Final,03/11/2005
"de Havilland Canada DHC-8-102, VH-TQR",200500778,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200500778,19/02/2005,Final,13/09/2005
"Fairchild Industries Inc SA227-DC, VH-MYI",200500857,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200500857,02/02/2005,Final,19/05/2005
"Boeing Co 767-338ER, VH-OGO, 20 February 2005",200500838,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200500838,20/02/2005,Final,08/04/2005
"Warning device event – Hamilton Island, Qld, VH-TNX",200500654,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200500654,15/02/2005,Final,31/07/2007
"Suspected flight control problem, Boeing Co 737-838, VH-VXN",200500719,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200500719,17/02/2005,Final,27/06/2006
"de Havilland Canada DHC-8-315, VH-TQE, 41km E Scone NSW",200500395,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200500395,02/02/2005,Final,24/03/2006
Examination of Teledyne Continental Motors GTSIO520M engine,200500620,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200500620,14/02/2005,Final,31/10/2005
"Infringement of separation standards, Williamtown Airport, VH-SDA",200500355,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200500355,31/01/2005,Final,26/06/2006
"Tail strike, Boeing B737-838 aircraft, VH-VXH",200500382,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200500382,01/02/2005,Final,02/06/2006
"Navigation System Failure, Cairns, QLD, VH-VQI, Boeing Co 717-200",200500285,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200500285,22/01/2005,Final,05/05/2006
"Runway excursion Boeing 727, 9L-LEK, Brisbane Airport, Qld, 25 January 2005",200500302,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200500302,25/01/2005,Final,26/07/2005
"Landing Gear Collapse, Beech Aircraft 200, VH-SGT",200500167,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200500167,18/01/2005,Final,09/06/2006
"de Havilland Canada DHC-6-200, VH-JEA",200500222,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200500222,21/01/2005,Final,26/10/2005
"Cessna Aircraft Company A185F, floatplane, VH-SBH, Rose Bay NSW, 20 January 2005",200500216,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200500216,20/01/2005,Final,30/06/2005
"SAAB Aircraft AB340, VH-OLM and deHavilland Canada Dash 8, VH-TQV",200500145,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200500145,18/01/2005,Final,13/02/2006
"Airbus A320, ZK-OJA",200500141,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200500141,15/01/2005,Final,03/05/2005
"Aero Commander 500-B, VH-YJO and Airbus Industrie, ZK-OJG, 22 km East Melbourne",200500074,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200500074,12/01/2005,Final,25/02/2005
"Collision with terrain - Wynella Station, Qld, VH-BQN",200500004,https://www.atsb.gov.au/publications/investigation_reports/2005/aair/aair200500004,06/01/2005,Final,26/04/2007
Independent Technical Review of Gyrocopter Hub Bar Failures,200405511,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200405511,13/10/2004,Final,29/06/2006
"High Pressure Turbine Blade Fracture, CFM56-3C1, Engine Test Cell",200405514,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200405514,07/07/2004,Final,15/06/2006
"Cessna Aircraft Company, Centurion",200405510,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200405510,09/09/2004,Final,15/12/2005
"Weight and balance event, Airbus A330-301, Changi Singapore, VH-QPC",200405064,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200405064,09/12/2004,Final,30/06/2006
"Failure of main landing gear tyre, Boeing B737-86N aircraft, VH-VOH",200405118,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200405118,19/12/2004,Final,02/06/2006
"Beech Aircraft Corp 58, VH-FDN",200404930,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200404930,01/12/2004,Final,22/06/2005
"Boeing Co 747-400, HS-TGJ",200404707,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200404707,28/11/2004,Final,14/11/2005
"Bombardier Learjet 45, VH-SQR",200404857,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200404857,07/12/2004,Final,01/08/2005
"Fokker B.V. F28 MK0100, VH-FWI",200404823,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200404823,06/12/2004,Final,24/06/2005
"Robinson Helicopter Co R22 BETA, VH-HSI",200404815,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200404815,04/12/2004,Final,23/03/2005
"Aircraft Loss of Control, Lake George, NSW; VH-TAG, SA227-AC Metro III",200404589,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200404589,21/11/2004,Final,19/07/2006
"Bell Helicopter Co 206B, VH-CSH, 30 October 2004",200404590,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200404590,22/11/2004,Final,02/02/2006
"Embraer-Empresa Brasileira De Aeronautica EMB-110P1, VH-BWC",200404700,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200404700,29/11/2004,Final,24/12/2004
"Cessna Aircraft Company 414A, VH-PTA",200404460,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200404460,12/11/2004,Final,17/12/2004
"Boeing 747-338, VH-EBU",200404214,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200404214,22/10/2004,Final,26/04/2006
"Boeing Co 767-336, VH-ZXC",200404287,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200404287,01/11/2004,Final,09/09/2005
"Bell Helicopter Co 206B, VH-JVW",200404285,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200404285,30/10/2004,Final,02/06/2005
"Bell Helicopter Co 47G-4A, VH-AHL",200404286,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200404286,01/11/2004,Final,23/12/2004
"Collision with terrain - Gyroflug Speed Canard, VH-ZXZ, 20 km SW St George, Qld, 19 October 2004",200404085,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200404085,19/10/2004,Final,12/01/2007
Boeing Co 737-76N Beech Aircraft Corp Baron,200404178,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200404178,21/10/2004,Final,31/10/2005
"Airprox - Cessna Aircraft 182R, and Piper Aircraft PA-28 Jandakot, WA, 13 October 2004",200403956,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200403956,13/10/2004,Final,27/10/2005
"Boeing Co 737-86Q, VH-VOF",200403868,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200403868,11/10/2004,Final,28/06/2005
"de Havilland Canada DHC-8-102, VH-TNW",200403825,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200403825,08/10/2004,Final,01/08/2005
"de Havilland Canada DHC-8-315, VH-SBV",200403857,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200403857,11/10/2004,Final,08/04/2005
"Cessna Floatplane A185E, VH-ELQ, Gold Coast Qld, 3 October 2004",200403764,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200403764,03/10/2004,Final,14/03/2005
"Boeing Co 737-838, VH-VXM",200403800,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200403800,06/10/2004,Final,21/02/2005
"Loss of control Kawasaki Heavy Industries 47G3B-KH4, VH-MTF",200403651,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200403651,27/09/2004,Final,28/06/2006
"Boeing Co 737-300, ZK-FDM",200403722,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200403722,04/10/2004,Final,07/03/2005
